Time,Qobs,Qmhm,Qmhm_mat
12/16/1951 23:00,,133.4904811,
12/17/1951 23:00,,122.6660224,
12/18/1951 23:00,,113.2269884,
12/19/1951 23:00,,104.8704202,
12/20/1951 23:00,,97.70245863,
12/21/1951 23:00,,93.42824693,
12/22/1951 23:00,,90.54790279,
12/23/1951 23:00,,87.92486658,
12/24/1951 23:00,,85.69094512,
12/25/1951 23:00,,84.21485808,
12/26/1951 23:00,,83.0051757,
12/27/1951 23:00,,81.83658282,
12/28/1951 23:00,,81.16576732,
12/29/1951 23:00,,80.52449529,
12/30/1951 23:00,,80.39850484,
12/31/1951 23:00,,80.86500991,
